1,756.000000,372.000000,0,0,1,0.000000,0.000000
2,756.000000,372.150000,0,0,1,0.000000,0.150000
3,756.099000,372.448500,0,0,1,0.099000,0.298500
4,756.296010,372.894015,0,0,1,0.197010,0.445515
5,756.590050,373.485075,0,0,1,0.294040,0.591060
6,756.980149,374.220224,0,0,1,0.390100,0.735149
7,757.465348,375.098022,0,0,0,0.485199,0.877798
8,758.000000,376.117042,1,1,0,0.579347,1.019020
9,756.500000,375.175871,1,1,0,0.529306,1.158830
10,754.916000,373.121871,1,1,0,-1.584000,-2.054000
11,753.248840,371.113411,1,1,0,-1.667160,-2.008460
12,751.499352,369.150036,1,1,0,-1.749488,-1.963375
13,749.668358,367.231294,0,1,0,-1.830994,-1.918742
14,747.756675,365.356740,0,1,0,-1.911684,-1.874554
15,745.765108,363.650931,0,1,0,-1.991567,-1.705809
16,743.694457,362.112181,0,1,0,-2.070651,-1.538751
17,741.545512,360.738818,0,1,0,-2.148945,-1.373363
18,739.319057,359.529188,0,1,0,-2.226455,-1.209629
19,737.015866,358.481655,0,1,0,-2.303191,-1.047533
20,734.636708,357.594597,0,1,0,-2.379159,-0.887058
21,732.182341,356.866410,0,1,0,-2.454367,-0.728187
22,729.653517,356.295504,0,1,0,-2.528823,-0.570905
23,727.050982,355.880308,0,1,0,-2.602535,-0.415196
24,724.375472,355.619264,0,1,0,-2.675510,-0.261044
25,721.627718,355.510830,0,1,0,-2.747755,-0.108434
26,718.808440,355.553480,0,1,0,-2.819277,0.042650
27,715.918356,355.745704,0,1,0,-2.890084,0.192224
28,712.958172,356.086006,0,1,0,-2.960184,0.340302
29,709.928591,356.572904,0,1,0,-3.029582,0.486899
30,706.830305,357.204934,0,1,0,-3.098286,0.632030
31,703.664002,357.980644,0,1,0,-3.166303,0.775709
32,700.430362,358.898596,0,1,0,-3.233640,0.917952
33,697.130058,359.957369,0,1,0,-3.300304,1.058773
34,693.763758,361.155554,0,1,0,-3.366301,1.198185
35,690.332120,362.491757,0,1,0,-3.431638,1.336203
36,686.835799,363.964598,0,1,0,-3.496321,1.472841
37,683.275441,365.572711,0,1,0,-3.560358,1.608113
38,679.651686,367.314742,0,1,0,-3.623754,1.742032
39,675.965169,369.189354,0,1,0,-3.686517,1.874611
40,672.216518,371.195219,0,1,0,-3.748652,2.005865
