48,60.000000,516.000000
49,60.000000,516.150000
50,59.901000,516.448500
51,59.703990,516.894015
52,59.409950,517.485075
53,59.019851,518.220224
54,58.534652,519.098022
55,57.955306,520.117042
56,57.282753,521.275871
57,56.517925,522.573113
58,55.661746,524.007381
59,54.715128,525.577308
60,53.678977,527.281534
61,52.554187,529.118719
62,51.341645,531.087532
63,50.042229,533.186657
64,48.656807,535.414790
65,47.186239,537.770642
66,45.631376,540.252936
67,43.993062,542.860406
68,42.272132,545.591802
69,40.469410,548.445884
70,38.585716,551.421425
71,36.621859,554.517211
72,34.578641,557.732039
73,34.000000,561.064719
74,34.000000,564.514072
75,35.500000,555.693217
76,36.985000,543.456359
77,38.455150,531.366871
78,39.910598,519.423277
79,41.450493,507.624119
80,43.073988,495.967953
81,44.780248,484.453349
82,46.568445,473.078890
83,48.437761,461.843176
84,50.387383,450.744820
85,52.416509,439.782446
86,54.524344,428.954697
87,56.710101,418.260225
88,58.973000,407.697698
89,61.312270,397.265796
90,63.628147,386.963213
91,65.920866,376.788656
92,68.289657,366.740844
93,70.733760,356.818511
94,73.252423,347.020401
95,75.844899,337.345272
96,78.510450,327.791894
97,81.248345,318.359050
98,84.057862,309.045535
99,86.938283,299.850154
100,89.888900,290.771728
101,92.909011,281.934086
102,95.997921,273.334820
103,101.543953,262.871547
104,107.133526,252.537906
105,112.667202,242.332602
106,118.145542,232.379351
107,123.569098,222.675633
108,128.938418,213.218951
109,134.254046,204.006837
110,139.516517,202.000000
111,144.726363,202.000000
112,149.884111,202.150000
113,154.990282,202.448500
114,160.045391,202.894015
115,165.049949,203.485075
116,170.004461,204.220224
117,174.909428,205.098022
118,179.765345,206.117042
119,184.671703,207.275871
120,189.528998,208.573113
121,194.436719,210.007381
122,199.295364,211.577308
123,204.204422,213.281534
124,209.064389,215.118719
125,213.974757,217.087532
126,218.836021,219.186657
127,223.747672,221.414790
128,228.610207,223.770642
129,233.325117,226.252936
130,237.893877,228.860406
131,242.317950,230.000000
132,246.549282,230.000000
133,250.266560,230.000000
134,253.515636,230.000000
135,256.338274,230.000000
136,258.772514,230.000000
137,260.852999,227.000000
138,262.764179,224.055000
139,264.557247,221.164450
140,266.233385,218.327806
141,267.793761,215.544527
142,269.239534,212.814082
143,270.571849,210.135941
144,271.791841,207.509582
145,272.900632,204.934486
146,273.899336,202.410141
147,274.789053,199.936040
148,275.570873,197.511679
149,276.245874,195.136563
150,276.815126,192.810197
151,277.279685,190.532095
152,277.640598,188.301774
153,277.898902,186.118756
154,278.055623,183.982569
155,278.111777,181.892743
156,278.068370,179.848816
157,277.926396,177.850328
158,277.686843,175.896824
159,277.350684,173.987856
160,276.918888,172.122977
161,276.392409,170.301748
162,275.772195,168.523730
163,275.059183,166.913493
164,274.254302,165.469358
165,273.358469,164.189664
166,272.618363,162.928134
167,271.818018,161.764729
168,270.855191,160.719454
169,269.716104,157.694748
170,268.439908,154.725290
171,267.077473,151.810526
172,265.629663,148.949910
173,264.097331,146.142900
174,262.481322,143.388960
175,260.782474,140.687559
176,259.001614,138.038172
177,257.139562,135.440280
178,255.197131,132.893366
179,253.175124,130.396921
180,251.074338,127.950441
181,249.093559,125.553425
182,247.231588,123.205380
183,245.487237,120.905815
184,243.859329,118.654246
185,242.148700,116.450193
186,240.356178,114.293180
187,238.482581,112.182737
188,236.528719,110.118399
189,234.495397,108.099704
190,232.383407,106.126196
191,230.193538,104.197423
192,227.926567,102.312937
193,225.583266,100.472297
194,223.164398,98.675063
195,220.670719,96.920801
196,218.102976,95.209082
197,215.461911,93.539481
198,212.748256,91.911575
199,209.962738,90.324948
200,207.106076,88.779187
201,204.178979,87.398885
202,201.182154,86.182385
203,198.116297,85.128050
204,194.982099,84.234258
205,191.780243,83.499405
206,188.511405,82.921900
207,185.176255,82.500170
208,181.775457,82.232657
209,178.309667,82.117819
210,174.779535,82.154130
211,171.185705,82.340078
212,167.528812,82.674166
213,163.809489,83.154913
214,160.028358,83.780853
215,156.186039,84.550534
216,152.283144,85.462517
217,148.320277,86.000000
218,144.248539,83.000000
219,140.648863,82.406991
220,137.784232,83.455510
221,135.215934,85.098616
222,133.060444,87.263518
223,131.423879,89.848481
224,130.389073,92.722400
225,130.002642,95.728053
226,130.271402,98.743282
227,131.192758,101.654605
228,132.743617,104.324292
229,134.865050,106.609085
230,137.454959,108.375881
231,140.369858,109.521171
232,143.436965,109.988674
233,146.687099,110.367789
234,150.053233,110.893112
235,153.484705,111.563183
236,156.072097,112.910256
237,157.084684,115.020938
238,157.739002,117.309307
239,157.997404,119.730385
240,157.822248,122.223842
241,157.177940,124.726723
242,156.039213,127.145443
243,154.404705,129.367076
244,152.307801,131.268560
245,149.822929,132.731595
246,146.845364,130.733284
247,143.782367,130.001692
248,140.889675,130.349876
249,138.132105,131.289067
250,135.616333,132.787768
251,133.452929,134.793519
252,131.748170,137.225588
253,130.599675,139.946448
254,130.048897,142.830928
255,130.112534,145.771518
256,130.799921,148.664538
257,132.105053,151.383104
258,133.991073,153.788840
259,136.380265,155.744770
260,139.151555,157.133643
261,142.147955,157.876957
262,145.262891,158.000000
263,148.495178,158.000000
264,151.843642,158.000000
265,155.307122,158.000000
266,158.884466,158.000000
267,162.574538,158.000000
268,166.376208,158.000000
269,170.288362,158.000000
270,174.309894,155.000000
271,178.439711,154.000000
272,182.627230,154.000000
273,186.871873,154.025000
274,191.173070,154.074750
275,195.530255,154.149003
276,199.942869,154.247512
277,204.410356,154.370037
278,208.932168,154.516337
279,213.507762,154.686174
280,218.136601,154.879312
281,222.818150,155.095519
282,227.551885,155.334564
283,232.337282,155.596218
284,237.173825,155.880256
285,242.061002,156.186453
286,246.998308,156.514589
287,251.886241,156.864443
288,256.824294,157.235798
289,261.712967,157.628440
290,266.651754,158.167156
291,271.541152,158.850484
292,276.480656,159.676980
293,281.370765,160.645210
294,286.310974,161.753758
295,291.201780,163.001220
296,296.142678,164.386208
297,301.034167,165.907346
298,305.975741,167.563272
299,310.867900,169.352640
300,315.810136,171.274113
301,320.702951,173.326372
302,325.645837,175.508108
303,330.539295,177.818027
304,335.482818,180.254847
305,340.376905,182.817299
306,345.321052,185.504126
307,350.215757,188.314084
308,355.160516,191.245943
309,360.055826,194.298484
310,365.001184,197.470499
311,369.897088,200.760794
312,374.843033,204.168186
313,379.739518,207.691504
314,384.686039,211.329589
315,389.583095,215.081293
316,394.530179,218.945481
317,399.427793,222.921026
318,404.375431,227.006815
319,409.273593,231.201747
320,414.221773,235.504730
321,419.120471,239.914683
322,424.069182,244.424429
323,428.968406,249.039077
324,433.917638,253.757579
325,438.817377,258.578896
326,443.767119,263.502000
327,448.667364,268.525873
328,453.419606,273.649507
329,458.025326,278.871905
330,462.485989,284.192079
331,466.803045,289.609051
332,470.977930,295.121853
333,475.012067,300.729528
334,478.906862,306.431125
335,482.663709,312.225707
336,486.283988,318.112342
337,489.769064,324.090112
338,493.120289,326.000000
339,496.289502,326.000000
340,499.039401,326.000000
341,501.407389,326.000000
342,503.427533,326.000000
343,505.140588,326.065260
344,506.564220,326.279867
345,507.874614,326.642329
346,509.072905,327.151166
347,510.160213,327.804914
348,511.137648,328.602125
349,512.006308,329.541364
350,512.767282,330.621210
351,513.421646,331.840258
352,513.970467,333.197116
353,514.414799,334.690404
354,514.755688,336.318760
355,514.994168,338.080833
356,515.131263,339.975285
357,515.167988,342.000792
358,515.204345,344.156044
359,515.339338,346.439744
360,515.571982,348.850606
361,515.901299,351.387360
362,516.326323,354.048747
363,516.846097,356.833519
364,517.459673,359.740444
365,518.166113,362.768300
366,518.964489,365.915877
367,519.853881,369.181978
368,520.833379,372.565418
369,521.902082,376.065024
370,523.059098,379.679634
371,524.303544,383.408098
372,525.634546,387.249277
373,527.051237,391.202044
374,528.552762,395.265284
375,530.138271,399.437891
376,531.806925,403.718772
377,533.557893,408.106844
378,535.390351,412.601036
379,537.303485,417.200286
380,539.296487,421.903543
381,541.368559,426.709767
382,543.518910,431.617930
383,545.746758,436.627010
384,548.051327,441.736000
385,550.431851,446.943900
386,552.887570,452.249722
387,555.417731,457.652484
388,558.021590,463.151220
389,560.698412,468.744967
390,563.447464,474.432778
391,566.268027,480.213710
392,569.159383,486.086833
393,572.021827,492.051225
