1,744.000000,540.000000,0,1,0,0.000000,0.000000
2,744.000000,540.150000,0,1,0,0.000000,0.150000
3,743.901000,540.448500,0,1,0,-0.099000,0.298500
4,743.703990,540.894015,0,1,0,-0.197010,0.445515
5,743.409950,541.485075,0,1,0,-0.294040,0.591060
6,743.019851,542.220224,0,1,0,-0.390100,0.735149
7,742.534652,543.098022,0,1,0,-0.485199,0.877798
8,741.955306,544.117042,0,1,0,-0.579347,1.019020
9,741.282753,545.275871,0,1,0,-0.672553,1.158830
10,740.517925,546.573113,0,1,0,-0.764828,1.297241
11,739.661746,548.007381,0,1,0,-0.856179,1.434269
12,738.715128,549.577308,0,1,0,-0.946617,1.569926
13,737.678977,551.281534,0,1,0,-1.036151,1.704227
14,736.554187,553.118719,0,1,0,-1.124790,1.837185
15,735.341645,555.087532,0,1,0,-1.212542,1.968813
16,734.042229,557.186657,0,1,0,-1.299416,2.099125
17,732.656807,559.414790,0,1,0,-1.385422,2.228133
18,731.186239,561.770642,0,1,0,-1.470568,2.355852
19,729.631376,564.252936,0,1,0,-1.554862,2.482294
20,727.993062,566.000000,0,1,0,-1.638314,2.607471
21,726.222632,566.000000,0,1,0,-1.770431,1.879594
22,724.321405,566.000000,0,1,0,-1.901226,0.150000
23,722.304689,565.972005,0,1,0,-2.030714,0.150000
24,720.543583,565.091452,0,1,0,-2.215380,0.105682
25,718.678383,564.158852,0,1,0,-1.962325,-0.738350
26,716.713635,563.176478,0,1,0,-2.054448,-0.802974
27,714.650334,562.144827,0,1,0,-2.153001,-0.852250
28,712.489466,561.064393,0,1,0,-2.250568,-0.901034
29,710.232007,559.935664,0,1,0,-2.347159,-0.949330
30,707.878923,558.759121,0,1,0,-2.442785,-0.997142
31,705.431169,557.535245,0,1,0,-2.537454,-1.044477
32,702.889693,556.264507,0,1,0,-2.631176,-1.091338
33,700.251063,554.945192,0,1,0,-2.723961,-1.137731
34,697.520620,553.579970,0,1,0,-2.820143,-1.185822
35,694.699282,552.169301,0,1,0,-2.911039,-1.231269
36,691.787957,550.713638,0,1,0,-3.001025,-1.276263
