1,36.000000,564.000000,0,0,1
2,36.000000,564.150000,0,0,1
3,36.099000,564.448500,0,0,1
4,36.296010,564.894015,0,0,1
5,36.590050,565.485075,0,0,1
6,36.980149,566.000000,0,0,1
7,37.514848,566.000000,0,0,1
8,38.192699,566.000000,0,0,1
9,39.012272,566.000000,0,0,1
10,39.972150,566.000000,0,0,1
11,41.070928,566.000000,0,0,1
12,42.307219,566.000000,0,0,1
13,43.679647,566.000000,0,0,1
14,45.186850,566.000000,0,0,1
15,46.827482,566.000000,0,0,1
16,48.600207,566.000000,0,0,1
17,50.503705,566.000000,0,0,1
18,52.536668,566.000000,0,0,1
19,54.697801,566.000000,0,0,1
20,56.985823,566.000000,0,0,1
21,59.399465,566.000000,0,0,1
22,61.937470,566.000000,0,0,1
23,64.598596,566.000000,0,0,1
24,67.381610,566.000000,0,0,1
25,70.285294,566.000000,0,0,1
26,73.308441,566.000000,0,0,1
27,76.449856,566.000000,0,0,1
28,79.708358,566.000000,0,0,1
29,83.082774,566.000000,0,0,1
30,86.571946,566.000000,0,0,1
31,90.174727,566.000000,0,0,1
32,93.889980,566.000000,0,0,1
33,97.716580,566.000000,0,0,1
34,101.653414,566.000000,0,0,1
35,105.699380,566.000000,0,0,1
36,109.853386,566.000000,0,0,1
37,114.114352,566.000000,0,0,1
38,118.481209,566.000000,0,0,1
39,122.952897,566.000000,0,0,1
40,127.528368,566.000000,0,0,1
41,132.206584,566.000000,0,0,1
42,136.986518,566.000000,0,0,1
43,141.867153,566.000000,0,0,1
44,146.698981,566.000000,0,0,1
45,151.630992,566.000000,0,0,1
46,156.513682,566.000000,0,0,1
47,161.347545,566.000000,0,0,1
48,166.281569,566.000000,0,0,1
49,171.166254,566.000000,0,0,1
50,176.002091,566.000000,0,0,1
51,180.938070,566.000000,0,0,1
52,185.824690,566.000000,0,0,1
53,190.662443,566.000000,0,0,1
54,195.600318,566.000000,0,0,1
55,200.488815,566.000000,1,0,1
56,205.328427,563.000000,1,0,1
57,210.268143,560.055000,1,0,1
58,215.158461,557.164450,1,0,1
59,220.098877,554.327805,1,0,1
60,224.989888,551.544527,1,0,1
61,229.930989,548.814082,1,0,1
62,234.822679,546.135941,1,0,1
63,239.764452,543.509582,1,0,1
64,244.656808,540.934486,1,0,1
65,249.599240,538.410141,1,0,1
66,254.492247,535.936040,1,0,1
67,259.435325,533.511679,1,0,1
68,264.328972,531.136563,1,0,1
69,269.272682,528.810197,1,0,1
70,274.166955,526.532095,0,0,1
71,278.767239,524.158631,1,0,1
72,282.000716,517.899463,1,0,1
73,285.350358,511.727888,1,0,1
74,288.765503,505.643028,1,0,1
75,292.245497,499.644017,1,0,1
76,295.789692,493.729996,1,0,1
77,299.397444,487.900115,1,0,1
78,303.068119,482.153533,1,0,1
79,306.801086,476.489417,1,0,1
80,310.595725,470.906942,1,0,1
81,314.451417,465.405292,1,0,1
82,318.367552,459.983658,1,0,1
83,322.343525,454.641241,1,0,1
84,326.378739,449.377248,1,0,1
85,330.472601,444.190894,1,0,1
86,334.624524,439.081405,1,0,1
87,338.833928,434.048010,1,0,1
88,343.100238,429.089949,1,0,1
89,347.422885,424.206469,1,0,1
90,351.801305,419.396823,1,0,1
91,356.234941,414.660274,1,0,1
92,360.723241,409.996091,1,0,1
93,365.265658,405.403549,1,0,1
94,369.861650,400.881933,0,0,1
95,374.510683,396.430532,0,0,1
96,379.212226,392.173646,0,0,1
97,383.965752,388.109329,0,0,1
98,388.770744,384.235655,0,0,1
99,393.626686,380.550718,0,0,1
100,398.533068,377.052630,0,0,1
101,403.390387,373.739522,0,0,1
102,408.298132,370.609546,0,0,1
103,413.156800,367.660870,0,0,1
104,418.065881,364.891681,0,0,1
105,422.925871,362.300183,0,0,1
106,427.836262,359.884600,0,0,1
107,432.697548,357.643174,0,0,1
108,437.609222,355.574161,0,0,1
109,442.471779,353.675839,0,0,1
110,447.384710,351.946499,0,0,1
111,452.248512,350.384454,0,0,1
112,457.162677,348.988028,0,0,1
113,462.027699,347.755567,0,0,1
